ImageId,PredictionString,target
ILSVRC2012_val_00002339,n02443114 86 7 143 109 ,n02443114
ILSVRC2012_val_00001791,n02443484 23 153 287 343 n02443484 229 83 394 334 n02443484 224 81 460 339 ,n02443484
ILSVRC2012_val_00042779,n02444819 254 100 397 216 n02444819 376 147 469 239 ,n02444819
ILSVRC2012_val_00045193,n02445715 123 168 218 353 ,n02445715
ILSVRC2012_val_00036141,n02447366 58 78 185 152 n02447366 2 76 63 137 ,n02447366
ILSVRC2012_val_00038758,n02454379 0 99 352 302 ,n02454379
ILSVRC2012_val_00024501,n02457408 63 11 461 323 ,n02457408
ILSVRC2012_val_00035901,n02480495 43 9 179 148 ,n02480495
ILSVRC2012_val_00016173,n02480855 0 68 295 448 n02480855 427 200 448 217 ,n02480855
ILSVRC2012_val_00046703,n02481823 0 3 508 638 ,n02481823
ILSVRC2012_val_00004753,n02483362 23 11 132 190 ,n02483362
ILSVRC2012_val_00036823,n02483708 20 21 154 192 ,n02483708
ILSVRC2012_val_00000695,n02484975 157 42 352 332 ,n02484975
ILSVRC2012_val_00010854,n02486261 105 101 322 221 n02486261 447 268 518 421 n02486261 508 271 678 401 ,n02486261
ILSVRC2012_val_00044305,n02486410 9 83 354 513 ,n02486410
ILSVRC2012_val_00029161,n02487347 129 55 225 207 ,n02487347
ILSVRC2012_val_00018175,n02488291 31 25 84 145 ,n02488291
ILSVRC2012_val_00010182,n02488702 385 140 637 410 n02488702 81 27 388 409 n02488702 202 282 314 390 ,n02488702
ILSVRC2012_val_00042933,n02489166 18 15 266 319 n02489166 291 109 483 331 n02489166 23 18 253 307 n02489166 276 30 457 257 ,n02489166
ILSVRC2012_val_00044827,n02490219 25 34 1170 797 ,n02490219
ILSVRC2012_val_00035531,n02492035 214 118 495 356 n02492035 53 86 156 250 ,n02492035
ILSVRC2012_val_00009511,n02492660 118 76 386 644 ,n02492660
ILSVRC2012_val_00029108,n02493509 8 105 142 332 n02493509 94 64 305 288 ,n02493509
ILSVRC2012_val_00011032,n02493793 242 132 392 266 ,n02493793
ILSVRC2012_val_00037738,n02494079 565 195 2810 2106 ,n02494079
ILSVRC2012_val_00038757,n02497673 336 35 473 404 n02497673 35 27 254 190 n02497673 22 16 335 315 ,n02497673
ILSVRC2012_val_00032005,n02500267 11 66 269 457 ,n02500267
ILSVRC2012_val_00022028,n02504013 53 0 238 178 n02504013 0 75 198 178 ,n02504013
ILSVRC2012_val_00010078,n02504458 205 236 376 435 n02504458 724 297 847 381 ,n02504458
ILSVRC2012_val_00036330,n02509815 133 6 499 374 ,n02509815
ILSVRC2012_val_00038969,n02510455 67 61 469 324 ,n02510455
ILSVRC2012_val_00012177,n02514041 63 193 170 602 ,n02514041
ILSVRC2012_val_00040279,n02526121 189 146 467 292 ,n02526121
ILSVRC2012_val_00040440,n02536864 153 154 354 234 ,n02536864
ILSVRC2012_val_00001189,n02606052 220 428 1196 1228 ,n02606052
ILSVRC2012_val_00039839,n02607072 290 276 436 407 ,n02607072
ILSVRC2012_val_00001436,n02640242 161 143 464 260 ,n02640242
ILSVRC2012_val_00034354,n02641379 27 109 466 240 n02641379 329 205 489 235 ,n02641379
ILSVRC2012_val_00046626,n02643566 105 51 397 272 ,n02643566
ILSVRC2012_val_00014195,n02655020 3 2 470 354 ,n02655020
ILSVRC2012_val_00047040,n02666196 0 211 485 648 ,n02666196
ILSVRC2012_val_00046869,n02667093 0 0 415 615 ,n02667093
ILSVRC2012_val_00046320,n02669723 43 179 419 498 ,n02669723
ILSVRC2012_val_00006152,n02672831 114 1 498 331 ,n02672831
ILSVRC2012_val_00048632,n02676566 41 161 461 337 ,n02676566
ILSVRC2012_val_00011405,n02687172 271 166 495 219 n02687172 0 153 102 232 n02687172 152 164 219 210 ,n02687172
ILSVRC2012_val_00033920,n02690373 6 69 495 233 ,n02690373
ILSVRC2012_val_00032806,n02692877 57 113 235 180 ,n02692877
ILSVRC2012_val_00046983,n02699494 0 0 355 498 ,n02699494
ILSVRC2012_val_00001916,n02701002 49 17 472 328 ,n02701002
ILSVRC2012_val_00019300,n02704792 60 52 445 412 ,n02704792
ILSVRC2012_val_00041613,n02708093 204 40 396 241 n02708093 10 30 191 217 ,n02708093
ILSVRC2012_val_00039440,n02727426 73 197 316 468 n02727426 218 287 373 498 n02727426 1 80 161 317 ,n02727426
ILSVRC2012_val_00042510,n02730930 70 128 201 406 ,n02730930
ILSVRC2012_val_00007993,n02747177 35 16 332 310 ,n02747177
ILSVRC2012_val_00011376,n02749479 298 150 437 293 n02749479 126 251 294 356 n02749479 295 65 339 98 n02749479 218 108 256 154 n02749479 395 41 416 71 n02749479 327 52 364 86 n02749479 140 204 239 274 n02749479 418 39 436 70 n02749479 201 82 216 100 n02749479 97 296 185 356 ,n02749479
ILSVRC2012_val_00022297,n02769748 292 286 440 480 ,n02769748
ILSVRC2012_val_00005729,n02776631 238 302 303 350 n02776631 128 271 175 313 ,n02776631
ILSVRC2012_val_00015457,n02777292 0 448 398 498 ,n02777292
ILSVRC2012_val_00025777,n02782093 330 1 499 164 ,n02782093
ILSVRC2012_val_00035505,n02783161 37 159 457 226 ,n02783161
ILSVRC2012_val_00015343,n02786058 203 110 282 198 ,n02786058
ILSVRC2012_val_00017811,n02787622 56 185 265 310 ,n02787622
ILSVRC2012_val_00049098,n02788148 57 59 638 497 ,n02788148
ILSVRC2012_val_00011974,n02790996 73 78 352 256 ,n02790996
ILSVRC2012_val_00000759,n02791124 115 325 336 498 ,n02791124
ILSVRC2012_val_00008235,n02791270 22 0 499 372 ,n02791270
ILSVRC2012_val_00016718,n02793495 114 106 447 261 ,n02793495
ILSVRC2012_val_00014876,n02794156 0 16 499 332 ,n02794156
ILSVRC2012_val_00025231,n02795169 0 0 449 292 ,n02795169
ILSVRC2012_val_00023355,n02797295 80 259 377 464 ,n02797295
ILSVRC2012_val_00017095,n02799071 32 28 485 371 ,n02799071
ILSVRC2012_val_00031833,n02802426 195 103 234 143 ,n02802426
ILSVRC2012_val_00043478,n02804414 48 0 356 498 ,n02804414
ILSVRC2012_val_00014826,n02804610 68 171 168 498 n02804610 67 177 125 497 n02804610 242 130 332 263 ,n02804610
ILSVRC2012_val_00026636,n02807133 227 78 327 169 ,n02807133
ILSVRC2012_val_00004179,n02808304 37 19 459 374 n02808304 0 0 143 169 ,n02808304
ILSVRC2012_val_00038234,n02808440 8 23 499 295 ,n02808440
ILSVRC2012_val_00006220,n02814533 50 53 453 292 ,n02814533
ILSVRC2012_val_00009026,n02814860 111 15 221 245 ,n02814860
ILSVRC2012_val_00046614,n02815834 267 83 497 373 n02815834 80 24 308 344 ,n02815834
ILSVRC2012_val_00011026,n02817516 50 1 370 200 ,n02817516
ILSVRC2012_val_00016065,n02823428 310 1 490 259 ,n02823428
ILSVRC2012_val_00047477,n02823750 0 0 373 498 ,n02823750
ILSVRC2012_val_00006205,n02825657 136 65 203 200 ,n02825657
ILSVRC2012_val_00010541,n02834397 147 142 251 260 ,n02834397
ILSVRC2012_val_00001311,n02835271 119 163 416 295 ,n02835271
ILSVRC2012_val_00006474,n02837789 163 238 380 367 ,n02837789
ILSVRC2012_val_00022815,n02840245 22 40 335 427 n02840245 21 38 333 428 ,n02840245
ILSVRC2012_val_00046844,n02841315 117 108 423 332 n02841315 268 79 312 109 ,n02841315
ILSVRC2012_val_00011133,n02843684 7 25 340 457 ,n02843684
ILSVRC2012_val_00025892,n02859443 1 25 316 233 ,n02859443
ILSVRC2012_val_00037452,n02860847 224 108 454 287 ,n02860847
ILSVRC2012_val_00029266,n02865351 89 0 396 850 ,n02865351
ILSVRC2012_val_00033752,n02869837 83 16 357 462 ,n02869837
ILSVRC2012_val_00018286,n02870880 492 498 1581 2585 ,n02870880
ILSVRC2012_val_00017877,n02871525 416 57 498 184 n02871525 28 126 110 273 n02871525 27 13 499 294 ,n02871525
ILSVRC2012_val_00009238,n02877765 257 162 413 317 n02877765 101 144 252 295 ,n02877765
ILSVRC2012_val_00043316,n02879718 273 0 638 478 ,n02879718
ILSVRC2012_val_00028840,n02883205 105 417 277 498 ,n02883205
ILSVRC2012_val_00017464,n02892201 60 79 428 358 ,n02892201
ILSVRC2012_val_00044930,n02892767 144 298 425 454 ,n02892767
ILSVRC2012_val_00003389,n02894605 0 58 498 332 ,n02894605
ILSVRC2012_val_00037025,n02895154 75 70 427 498 ,n02895154
ILSVRC2012_val_00013061,n02906734 40 0 331 498 ,n02906734
ILSVRC2012_val_00033936,n02909870 97 138 286 415 ,n02909870
ILSVRC2012_val_00044887,n02910353 44 29 475 373 ,n02910353
ILSVRC2012_val_00007944,n02916936 44 46 558 720 ,n02916936
ILSVRC2012_val_00029707,n02917067 0 166 315 332 n02917067 215 186 383 332 ,n02917067
ILSVRC2012_val_00008136,n02927161 121 179 384 301 ,n02927161
ILSVRC2012_val_00043903,n02930766 14 32 494 374 ,n02930766
ILSVRC2012_val_00014420,n02939185 110 300 295 490 ,n02939185
ILSVRC2012_val_00007580,n02948072 225 226 278 262 n02948072 253 212 301 250 n02948072 207 219 253 249 ,n02948072
ILSVRC2012_val_00032815,n02950826 132 82 454 374 ,n02950826
ILSVRC2012_val_00013191,n02951358 94 234 138 251 n02951358 332 244 476 265 ,n02951358
ILSVRC2012_val_00005444,n02951585 35 45 690 489 ,n02951585
ILSVRC2012_val_00013921,n02963159 0 5 329 498 ,n02963159
ILSVRC2012_val_00047351,n02965783 7 0 499 342 ,n02965783
ILSVRC2012_val_00015138,n02966193 80 1 496 375 ,n02966193
ILSVRC2012_val_00008803,n02966687 111 0 383 278 ,n02966687
ILSVRC2012_val_00000019,n02971356 44 93 499 374 ,n02971356
ILSVRC2012_val_00000905,n02974003 37 0 497 374 ,n02974003
ILSVRC2012_val_00014854,n02977058 2 18 373 498 ,n02977058
ILSVRC2012_val_00014829,n02978881 145 150 386 307 ,n02978881
ILSVRC2012_val_00007226,n02979186 42 47 386 317 n02979186 367 82 478 194 ,n02979186
ILSVRC2012_val_00014642,n02980441 0 81 457 335 ,n02980441
ILSVRC2012_val_00043754,n02981792 93 157 489 313 ,n02981792
ILSVRC2012_val_00040907,n02988304 3 177 493 287 ,n02988304
ILSVRC2012_val_00006782,n02992211 168 0 388 374 ,n02992211
ILSVRC2012_val_00028116,n02992529 96 60 601 493 ,n02992529
ILSVRC2012_val_00018148,n02999410 185 52 237 318 n02999410 18 180 48 243 ,n02999410
ILSVRC2012_val_00038535,n03000134 0 227 75 374 ,n03000134
ILSVRC2012_val_00040557,n03000247 0 21 213 448 ,n03000247
ILSVRC2012_val_00026061,n03000684 111 150 193 262 ,n03000684
ILSVRC2012_val_00024442,n03014705 173 236 321 374 ,n03014705
ILSVRC2012_val_00008455,n03016953 2 2 373 498 ,n03016953
ILSVRC2012_val_00044362,n03017168 118 7 365 369 ,n03017168
ILSVRC2012_val_00021012,n03018349 7 13 373 496 ,n03018349
ILSVRC2012_val_00034047,n03026506 41 0 370 498 ,n03026506
ILSVRC2012_val_00003682,n03028079 19 13 499 374 ,n03028079
ILSVRC2012_val_00025487,n03032252 0 0 499 331 ,n03032252
ILSVRC2012_val_00027427,n03041632 142 130 162 266 ,n03041632
ILSVRC2012_val_00027258,n03042490 0 58 498 286 ,n03042490
ILSVRC2012_val_00033914,n03045698 123 70 261 460 ,n03045698
ILSVRC2012_val_00049835,n03047690 160 26 246 97 ,n03047690
ILSVRC2012_val_00004624,n03062245 74 237 174 376 n03062245 224 234 325 386 n03062245 275 30 498 417 n03062245 0 166 116 382 n03062245 124 146 274 362 ,n03062245
ILSVRC2012_val_00032778,n03063599 167 40 301 325 ,n03063599
ILSVRC2012_val_00030299,n03063689 157 112 317 292 ,n03063689
ILSVRC2012_val_00046103,n03065424 0 1 499 374 ,n03065424
ILSVRC2012_val_00007817,n03075370 1 82 498 421 ,n03075370
ILSVRC2012_val_00032810,n03085013 51 83 437 331 n03085013 203 168 270 218 ,n03085013
ILSVRC2012_val_00032233,n03089624 1 226 373 498 ,n03089624
ILSVRC2012_val_00021583,n03095699 123 89 194 157 ,n03095699
ILSVRC2012_val_00025028,n03100240 92 296 540 438 ,n03100240
ILSVRC2012_val_00025609,n03109150 34 68 307 321 ,n03109150
ILSVRC2012_val_00017037,n03110669 0 32 497 332 ,n03110669
ILSVRC2012_val_00024915,n03124043 225 156 358 408 n03124043 116 110 235 372 n03124043 5 111 120 380 ,n03124043
ILSVRC2012_val_00024741,n03124170 131 10 308 105 ,n03124170
ILSVRC2012_val_00009879,n03125729 1 5 499 370 ,n03125729
ILSVRC2012_val_00035686,n03126707 0 21 473 316 ,n03126707
ILSVRC2012_val_00038036,n03127747 42 31 322 389 ,n03127747
ILSVRC2012_val_00003971,n03127925 56 51 430 365 ,n03127925
ILSVRC2012_val_00041373,n03131574 0 52 373 497 ,n03131574
ILSVRC2012_val_00022797,n03133878 2 6 499 374 ,n03133878
ILSVRC2012_val_00031771,n03134739 173 138 287 236 ,n03134739
ILSVRC2012_val_00033873,n03141823 118 164 140 305 n03141823 143 162 172 299 ,n03141823
ILSVRC2012_val_00048405,n03146219 107 68 258 348 ,n03146219
ILSVRC2012_val_00019801,n03160309 6 57 870 673 ,n03160309
ILSVRC2012_val_00014821,n03179701 4 126 469 374 ,n03179701
ILSVRC2012_val_00004712,n03180011 7 58 332 325 n03180011 349 37 489 275 ,n03180011
ILSVRC2012_val_00034672,n03187595 18 41 360 413 ,n03187595
ILSVRC2012_val_00032769,n03188531 179 264 329 335 n03188531 146 212 275 277 ,n03188531
ILSVRC2012_val_00020409,n03196217 1 0 499 374 ,n03196217
ILSVRC2012_val_00037047,n03197337 1 0 499 358 ,n03197337
ILSVRC2012_val_00045401,n03201208 2 26 497 340 ,n03201208
ILSVRC2012_val_00044279,n03207743 39 16 436 360 ,n03207743
ILSVRC2012_val_00012714,n03207941 0 1 231 349 ,n03207941
ILSVRC2012_val_00004668,n03208938 79 120 254 293 ,n03208938
ILSVRC2012_val_00017364,n03216828 52 250 354 306 ,n03216828
ILSVRC2012_val_00040320,n03218198 4 121 499 197 n03218198 89 101 499 134 ,n03218198
ILSVRC2012_val_00035487,n03220513 171 3 338 271 ,n03220513
ILSVRC2012_val_00021082,n03223299 6 150 197 212 ,n03223299
ILSVRC2012_val_00035038,n03240683 44 55 369 478 ,n03240683
ILSVRC2012_val_00016663,n03249569 305 236 364 325 n03249569 86 257 129 322 ,n03249569
ILSVRC2012_val_00004388,n03250847 21 157 498 351 ,n03250847
ILSVRC2012_val_00046720,n03255030 237 226 277 254 ,n03255030
ILSVRC2012_val_00008696,n03259280 0 15 493 374 ,n03259280
ILSVRC2012_val_00014422,n03271574 244 486 568 731 n03271574 22 488 230 775 n03271574 74 26 424 475 ,n03271574
ILSVRC2012_val_00039867,n03272010 1 1 499 331 ,n03272010
ILSVRC2012_val_00046255,n03272562 163 77 499 254 ,n03272562
ILSVRC2012_val_00001694,n03290653 74 164 831 814 ,n03290653
ILSVRC2012_val_00034362,n03291819 28 91 460 320 ,n03291819
ILSVRC2012_val_00001837,n03297495 16 5 74 86 ,n03297495
ILSVRC2012_val_00043430,n03314780 215 83 344 244 n03314780 105 46 203 134 n03314780 47 150 115 216 n03314780 290 268 412 374 n03314780 0 174 50 250 ,n03314780
ILSVRC2012_val_00026815,n03325584 123 163 242 395 ,n03325584
ILSVRC2012_val_00036875,n03337140 58 36 323 435 n03337140 326 83 373 367 n03337140 62 245 327 435 ,n03337140
ILSVRC2012_val_00013632,n03344393 108 89 414 280 ,n03344393
ILSVRC2012_val_00047588,n03345487 46 132 463 278 n03345487 458 188 487 240 ,n03345487
ILSVRC2012_val_00024604,n03347037 860 756 1409 1381 n03347037 864 764 1417 1381 ,n03347037
ILSVRC2012_val_00041901,n03355925 6 16 161 497 ,n03355925
ILSVRC2012_val_00016025,n03372029 130 4 412 397 ,n03372029
ILSVRC2012_val_00028185,n03376595 67 77 277 436 ,n03376595
ILSVRC2012_val_00019724,n03379051 370 147 398 177 n03379051 225 140 255 172 n03379051 271 131 306 163 n03379051 310 137 336 167 n03379051 64 135 97 159 n03379051 194 126 224 153 n03379051 346 138 368 164 n03379051 212 111 243 140 n03379051 300 131 320 150 ,n03379051
ILSVRC2012_val_00042081,n03384352 41 5 344 276 ,n03384352
ILSVRC2012_val_00046635,n03388043 0 38 499 332 n03388043 0 0 499 292 ,n03388043
ILSVRC2012_val_00021816,n03388183 10 1 499 329 ,n03388183
ILSVRC2012_val_00036483,n03388549 36 1 220 199 ,n03388549
ILSVRC2012_val_00006511,n03393912 0 33 498 267 ,n03393912
ILSVRC2012_val_00022204,n03394916 212 113 302 176 n03394916 262 113 335 212 n03394916 457 131 499 192 n03394916 434 133 499 191 n03394916 120 100 150 151 ,n03394916
ILSVRC2012_val_00030273,n03400231 80 76 472 333 ,n03400231
ILSVRC2012_val_00022952,n03404251 78 54 474 772 ,n03404251
ILSVRC2012_val_00004119,n03417042 57 14 401 347 ,n03417042
ILSVRC2012_val_00029263,n03424325 12 35 386 323 ,n03424325
ILSVRC2012_val_00035211,n03425413 113 0 276 498 ,n03425413
ILSVRC2012_val_00034645,n03443371 51 57 335 470 ,n03443371
ILSVRC2012_val_00039864,n03444034 152 101 258 175 n03444034 230 80 281 117 n03444034 146 41 202 66 n03444034 261 42 313 68 ,n03444034
ILSVRC2012_val_00020502,n03445777 105 233 145 275 n03445777 155 196 171 230 n03445777 77 246 127 291 ,n03445777
ILSVRC2012_val_00007926,n03445924 189 134 299 265 ,n03445924
ILSVRC2012_val_00022701,n03447447 21 124 166 353 n03447447 17 93 295 288 n03447447 22 52 458 232 n03447447 31 23 383 85 n03447447 21 86 471 144 ,n03447447
ILSVRC2012_val_00048244,n03447721 45 28 134 138 ,n03447721
ILSVRC2012_val_00045534,n03450230 93 147 271 498 ,n03450230
ILSVRC2012_val_00002690,n03452741 20 15 446 373 ,n03452741
ILSVRC2012_val_00004988,n03457902 26 29 475 367 ,n03457902
ILSVRC2012_val_00048701,n03459775 116 313 360 437 ,n03459775
ILSVRC2012_val_00027864,n03461385 462 251 499 287 n03461385 228 51 283 83 n03461385 0 0 499 374 ,n03461385
ILSVRC2012_val_00010095,n03467068 155 54 359 287 ,n03467068
ILSVRC2012_val_00008548,n03476684 208 43 239 79 ,n03476684
ILSVRC2012_val_00046358,n03476991 38 131 142 446 n03476991 254 128 357 445 n03476991 145 132 255 446 ,n03476991
ILSVRC2012_val_00047819,n03478589 97 19 469 325 ,n03478589
ILSVRC2012_val_00024424,n03481172 405 175 480 416 n03481172 189 154 237 308 n03481172 261 202 312 366 n03481172 406 177 480 413 n03481172 141 156 178 297 n03481172 96 152 135 283 n03481172 218 186 262 307 n03481172 291 127 361 316 n03481172 246 152 292 306 ,n03481172
ILSVRC2012_val_00026425,n03482405 2 2 499 378 ,n03482405
ILSVRC2012_val_00002771,n03483316 30 88 356 438 ,n03483316
ILSVRC2012_val_00049544,n03485407 180 103 1252 903 ,n03485407
ILSVRC2012_val_00035523,n03485794 41 90 373 317 n03485794 19 18 482 335 n03485794 167 47 464 308 ,n03485794
ILSVRC2012_val_00010939,n03492542 0 28 286 306 n03492542 214 80 499 374 ,n03492542
ILSVRC2012_val_00012208,n03494278 95 142 341 302 n03494278 274 20 490 258 ,n03494278
ILSVRC2012_val_00048034,n03495258 11 189 152 498 ,n03495258
ILSVRC2012_val_00015941,n03496892 44 75 386 325 ,n03496892
ILSVRC2012_val_00047673,n03498962 96 93 153 189 ,n03498962
ILSVRC2012_val_00036560,n03527444 43 294 123 416 ,n03527444
ILSVRC2012_val_00022699,n03529860 3 1 472 365 ,n03529860
ILSVRC2012_val_00021845,n03530642 329 51 395 118 n03530642 255 49 326 119 ,n03530642
ILSVRC2012_val_00045461,n03532672 25 113 356 440 ,n03532672
ILSVRC2012_val_00031122,n03534580 122 95 324 353 ,n03534580
ILSVRC2012_val_00013546,n03535780 0 26 331 46 ,n03535780
ILSVRC2012_val_00039586,n03538406 12 53 335 455 ,n03538406
ILSVRC2012_val_00007213,n03544143 80 9 315 524 ,n03544143
ILSVRC2012_val_00037802,n03584254 2 23 354 374 ,n03584254
ILSVRC2012_val_00034648,n03584829 2 58 430 394 ,n03584829
ILSVRC2012_val_00039036,n03590841 89 85 395 352 ,n03590841
ILSVRC2012_val_00039955,n03594734 86 80 499 374 ,n03594734
ILSVRC2012_val_00033299,n03594945 35 18 482 341 ,n03594945
ILSVRC2012_val_00019855,n03595614 0 36 373 493 ,n03595614
ILSVRC2012_val_00020394,n03598930 321 302 367 324 n03598930 179 260 213 278 n03598930 95 261 127 276 n03598930 1 200 498 332 n03598930 293 255 341 268 n03598930 83 244 106 257 n03598930 30 277 63 296 ,n03598930
ILSVRC2012_val_00027524,n03599486 30 76 391 373 n03599486 0 35 36 374 n03599486 450 66 499 225 ,n03599486
ILSVRC2012_val_00022516,n03602883 89 221 253 363 n03602883 146 271 194 341 n03602883 234 283 421 354 ,n03602883
ILSVRC2012_val_00033892,n03617480 12 112 146 467 n03617480 247 116 405 465 n03617480 136 121 256 445 ,n03617480
ILSVRC2012_val_00026470,n03623198 104 393 155 466 n03623198 243 378 282 454 ,n03623198
ILSVRC2012_val_00031229,n03627232 2 166 214 326 ,n03627232
ILSVRC2012_val_00004189,n03630383 15 142 201 558 n03630383 177 102 403 496 ,n03630383
ILSVRC2012_val_00037904,n03633091 312 63 499 233 n03633091 0 96 220 255 ,n03633091
ILSVRC2012_val_00034586,n03637318 171 296 282 418 n03637318 230 183 325 276 n03637318 148 165 207 242 n03637318 38 315 92 351 n03637318 82 303 120 335 n03637318 96 400 108 416 n03637318 51 286 98 323 ,n03637318
ILSVRC2012_val_00037209,n03642806 56 59 466 395 ,n03642806
ILSVRC2012_val_00049371,n03649909 32 104 262 229 n03649909 282 92 461 213 ,n03649909
ILSVRC2012_val_00029488,n03657121 234 104 314 205 ,n03657121
ILSVRC2012_val_00039287,n03658185 28 60 358 467 ,n03658185
ILSVRC2012_val_00007239,n03661043 2 2 109 295 n03661043 144 0 248 242 ,n03661043
ILSVRC2012_val_00019275,n03662601 127 120 404 264 ,n03662601
ILSVRC2012_val_00042002,n03666591 37 36 265 498 ,n03666591
ILSVRC2012_val_00026977,n03670208 38 101 499 261 ,n03670208
ILSVRC2012_val_00007758,n03673027 11 82 492 290 ,n03673027
ILSVRC2012_val_00027437,n03676483 245 391 280 480 n03676483 25 243 68 322 n03676483 48 428 86 498 n03676483 227 228 255 305 ,n03676483
ILSVRC2012_val_00021273,n03680355 226 60 415 236 n03680355 50 42 236 221 ,n03680355
ILSVRC2012_val_00038363,n03690938 96 178 250 466 n03690938 17 100 140 346 n03690938 241 101 371 366 n03690938 118 28 268 226 ,n03690938
ILSVRC2012_val_00002577,n03691459 234 86 482 328 n03691459 237 82 480 326 n03691459 489 177 554 328 n03691459 162 170 230 328 n03691459 87 225 160 327 n03691459 561 226 649 329 n03691459 207 23 360 90 ,n03691459
ILSVRC2012_val_00003231,n03692522 79 69 427 368 ,n03692522
ILSVRC2012_val_00040573,n03697007 284 142 332 221 ,n03697007
ILSVRC2012_val_00046324,n03706229 8 0 498 447 ,n03706229
ILSVRC2012_val_00005195,n03709823 8 47 393 299 ,n03709823
ILSVRC2012_val_00010118,n03710193 169 40 338 316 ,n03710193
ILSVRC2012_val_00000117,n03710637 152 115 320 213 ,n03710637
ILSVRC2012_val_00019178,n03710721 117 111 244 345 ,n03710721
ILSVRC2012_val_00027551,n03717622 1 81 373 496 ,n03717622
ILSVRC2012_val_00024420,n03720891 57 35 320 131 n03720891 44 114 321 225 ,n03720891
ILSVRC2012_val_00022555,n03721384 28 12 477 374 ,n03721384
ILSVRC2012_val_00047387,n03724870 129 56 396 314 ,n03724870
ILSVRC2012_val_00017309,n03729826 171 365 219 497 ,n03729826
ILSVRC2012_val_00027769,n03733131 274 22 286 207 ,n03733131
ILSVRC2012_val_00024860,n03733281 1 152 499 374 ,n03733281
ILSVRC2012_val_00032857,n03733805 25 156 303 374 ,n03733805
ILSVRC2012_val_00040392,n03742115 155 51 320 318 ,n03742115
ILSVRC2012_val_00025925,n03743016 117 47 253 382 n03743016 0 16 118 440 ,n03743016
ILSVRC2012_val_00001982,n03759954 357 81 395 316 n03759954 201 120 230 180 n03759954 269 99 309 113 ,n03759954
ILSVRC2012_val_00047421,n03761084 36 60 479 297 ,n03761084
ILSVRC2012_val_00025565,n03763968 36 0 288 498 n03763968 303 0 373 498 ,n03763968
ILSVRC2012_val_00037823,n03764736 72 104 198 317 n03764736 317 96 438 306 n03764736 234 81 328 277 n03764736 181 136 282 339 ,n03764736
ILSVRC2012_val_00010968,n03769881 109 75 392 322 ,n03769881
ILSVRC2012_val_00020532,n03770439 156 232 245 305 ,n03770439
ILSVRC2012_val_00022654,n03770679 14 26 491 374 ,n03770679
ILSVRC2012_val_00015813,n03773504 69 158 440 230 ,n03773504
ILSVRC2012_val_00024697,n03775071 140 57 425 331 ,n03775071
ILSVRC2012_val_00006621,n03775546 54 20 445 258 n03775546 84 97 446 259 ,n03775546
ILSVRC2012_val_00013909,n03776460 52 15 477 298 ,n03776460
ILSVRC2012_val_00017586,n03777568 52 10 489 373 ,n03777568
ILSVRC2012_val_00045892,n03777754 141 62 234 438 ,n03777754
ILSVRC2012_val_00011838,n03781244 1 1 373 495 ,n03781244
ILSVRC2012_val_00034501,n03782006 118 91 423 292 ,n03782006
ILSVRC2012_val_00042151,n03785016 1 117 180 330 ,n03785016
ILSVRC2012_val_00000168,n03786901 35 31 553 420 ,n03786901
ILSVRC2012_val_00041446,n03787032 5 0 397 272 ,n03787032
ILSVRC2012_val_00017260,n03788195 162 0 497 488 ,n03788195
ILSVRC2012_val_00009770,n03788365 42 13 402 374 n03788365 279 87 455 374 ,n03788365
ILSVRC2012_val_00037060,n03791053 15 137 331 498 ,n03791053
ILSVRC2012_val_00049001,n03792782 3 190 93 360 n03792782 231 161 257 221 n03792782 327 152 343 177 n03792782 277 153 291 177 n03792782 312 142 329 176 n03792782 292 150 304 176 n03792782 250 155 275 207 ,n03792782
ILSVRC2012_val_00036701,n03792972 0 134 166 355 n03792972 198 187 278 236 ,n03792972
ILSVRC2012_val_00013161,n03793489 69 309 123 362 ,n03793489
ILSVRC2012_val_00000430,n03794056 243 88 489 286 ,n03794056
ILSVRC2012_val_00005422,n03796401 78 31 423 318 ,n03796401
ILSVRC2012_val_00044666,n03803284 87 157 196 297 ,n03803284
ILSVRC2012_val_00027874,n03804744 87 221 241 286 ,n03804744
ILSVRC2012_val_00028383,n03814639 128 193 341 368 ,n03814639
ILSVRC2012_val_00026681,n03814906 0 0 441 436 ,n03814906
ILSVRC2012_val_00011962,n03825788 105 0 149 85 n03825788 48 2 96 88 n03825788 0 0 44 81 ,n03825788
ILSVRC2012_val_00040078,n03832673 117 144 344 321 ,n03832673
ILSVRC2012_val_00036715,n03837869 161 66 231 457 ,n03837869
ILSVRC2012_val_00047869,n03838899 7 87 87 706 ,n03838899
ILSVRC2012_val_00015714,n03840681 22 73 487 327 ,n03840681
ILSVRC2012_val_00025311,n03841143 0 1 499 374 ,n03841143
ILSVRC2012_val_00025419,n03843555 90 90 294 307 ,n03843555
ILSVRC2012_val_00010534,n03854065 205 349 287 415 n03854065 397 311 454 382 n03854065 382 136 436 271 n03854065 172 160 206 261 n03854065 59 123 112 271 n03854065 287 163 334 289 n03854065 131 142 159 267 n03854065 334 147 363 289 n03854065 147 301 186 410 n03854065 224 170 268 238 n03854065 302 312 341 414 n03854065 6 18 498 428 n03854065 37 310 94 374 ,n03854065
ILSVRC2012_val_00012661,n03857828 0 1 431 323 ,n03857828
