ImageId,PredictionString,target
ILSVRC2012_val_00042409,n02110063 17 87 373 497 ,n02110063
ILSVRC2012_val_00003745,n02110063 29 33 469 366 ,n02110063
ILSVRC2012_val_00019519,n02110063 96 86 286 425 ,n02110063
ILSVRC2012_val_00031687,n02110185 2 0 382 492 ,n02110185
ILSVRC2012_val_00023437,n02110185 73 98 330 273 ,n02110185
ILSVRC2012_val_00026086,n02110185 88 0 438 374 ,n02110185
ILSVRC2012_val_00034263,n02110185 10 1 454 374 ,n02110185
ILSVRC2012_val_00024432,n02110185 26 44 301 365 ,n02110185
ILSVRC2012_val_00034465,n02110341 46 41 411 276 ,n02110341
ILSVRC2012_val_00048779,n02110341 179 53 370 374 ,n02110341
ILSVRC2012_val_00025903,n02110341 82 24 400 345 ,n02110341
ILSVRC2012_val_00048427,n02110341 303 49 465 332 ,n02110341
ILSVRC2012_val_00016990,n02110341 1 75 372 436 ,n02110341
ILSVRC2012_val_00022578,n02110627 0 1 268 285 ,n02110627
ILSVRC2012_val_00025949,n02110627 2 17 366 495 ,n02110627
ILSVRC2012_val_00032592,n02110627 36 19 317 310 ,n02110627
ILSVRC2012_val_00045250,n02110627 58 94 417 469 ,n02110627
ILSVRC2012_val_00030018,n02110627 223 2 499 399 n02110627 2 36 252 399 ,n02110627
ILSVRC2012_val_00001344,n02110806 64 23 456 373 ,n02110806
ILSVRC2012_val_00006535,n02110806 12 2 401 498 ,n02110806
ILSVRC2012_val_00012221,n02110806 287 135 422 374 n02110806 159 127 293 371 ,n02110806
ILSVRC2012_val_00034075,n02110806 75 0 498 498 ,n02110806
ILSVRC2012_val_00012221,n02110806 287 135 422 374 n02110806 159 127 293 371 ,n02110806
ILSVRC2012_val_00013670,n02110958 0 3 420 374 ,n02110958
ILSVRC2012_val_00013653,n02110958 0 26 452 374 ,n02110958
ILSVRC2012_val_00024249,n02110958 105 43 483 498 ,n02110958
ILSVRC2012_val_00028408,n02110958 251 128 458 331 ,n02110958
ILSVRC2012_val_00000220,n02110958 0 1 254 374 n02110958 92 30 490 357 ,n02110958
ILSVRC2012_val_00025253,n02111129 1 37 427 401 ,n02111129
ILSVRC2012_val_00049245,n02111129 75 49 499 390 ,n02111129
ILSVRC2012_val_00033357,n02111129 52 32 439 467 ,n02111129
ILSVRC2012_val_00042400,n02111129 253 131 390 367 n02111129 46 108 198 363 ,n02111129
ILSVRC2012_val_00040802,n02111129 26 19 461 389 ,n02111129
ILSVRC2012_val_00032188,n02111277 62 44 456 453 ,n02111277
ILSVRC2012_val_00012617,n02111277 6 50 434 416 ,n02111277
ILSVRC2012_val_00036716,n02111277 0 32 356 497 ,n02111277
ILSVRC2012_val_00032047,n02111277 26 112 231 498 ,n02111277
ILSVRC2012_val_00043152,n02111277 63 9 499 374 ,n02111277
ILSVRC2012_val_00003794,n02111500 126 134 470 374 n02111500 93 91 202 206 ,n02111500
ILSVRC2012_val_00028742,n02111500 0 29 480 341 ,n02111500
ILSVRC2012_val_00041406,n02111500 73 40 420 356 ,n02111500
ILSVRC2012_val_00048125,n02111500 114 123 308 290 n02111500 300 103 415 256 ,n02111500
ILSVRC2012_val_00043270,n02111500 46 53 447 344 ,n02111500
ILSVRC2012_val_00022032,n02111889 0 13 270 491 n02111889 192 6 440 486 ,n02111889
ILSVRC2012_val_00022543,n02111889 188 14 499 333 ,n02111889
ILSVRC2012_val_00041377,n02111889 183 29 359 335 ,n02111889
ILSVRC2012_val_00022032,n02111889 0 13 270 491 n02111889 192 6 440 486 ,n02111889
ILSVRC2012_val_00022032,n02111889 0 13 270 491 n02111889 192 6 440 486 ,n02111889
ILSVRC2012_val_00040463,n02112018 0 3 495 495 ,n02112018
ILSVRC2012_val_00033626,n02112018 83 86 477 355 ,n02112018
ILSVRC2012_val_00019822,n02112018 31 95 428 460 ,n02112018
ILSVRC2012_val_00019415,n02112018 25 52 303 455 ,n02112018
ILSVRC2012_val_00003583,n02112018 31 36 328 482 ,n02112018
ILSVRC2012_val_00033672,n02112137 5 16 579 743 ,n02112137
ILSVRC2012_val_00015350,n02112137 182 17 489 348 ,n02112137
ILSVRC2012_val_00034735,n02112137 142 2 499 276 ,n02112137
ILSVRC2012_val_00042148,n02112137 6 35 376 336 ,n02112137
ILSVRC2012_val_00006416,n02112137 65 131 183 305 ,n02112137
ILSVRC2012_val_00029253,n02112350 40 22 453 388 ,n02112350
ILSVRC2012_val_00023816,n02112350 147 94 342 312 ,n02112350
ILSVRC2012_val_00023816,n02112350 147 94 342 312 ,n02112350
ILSVRC2012_val_00016303,n02112350 90 209 749 602 ,n02112350
ILSVRC2012_val_00014547,n02112350 0 91 432 304 n02112350 1 92 430 372 ,n02112350
ILSVRC2012_val_00024462,n02112706 48 41 499 332 ,n02112706
ILSVRC2012_val_00001568,n02112706 136 36 499 332 ,n02112706
ILSVRC2012_val_00037323,n02112706 4 2 440 285 ,n02112706
ILSVRC2012_val_00028694,n02112706 49 117 468 278 ,n02112706
ILSVRC2012_val_00013524,n02112706 70 202 641 1005 ,n02112706
ILSVRC2012_val_00017199,n02113023 133 153 232 277 n02113023 300 145 382 266 ,n02113023
ILSVRC2012_val_00041098,n02113023 244 63 427 241 ,n02113023
ILSVRC2012_val_00002484,n02113023 106 148 408 299 n02113023 1 2 225 286 ,n02113023
ILSVRC2012_val_00011368,n02113023 81 38 448 329 ,n02113023
ILSVRC2012_val_00026944,n02113023 120 153 383 306 ,n02113023
ILSVRC2012_val_00034574,n02113186 78 72 226 273 n02113186 200 78 464 251 ,n02113186
ILSVRC2012_val_00029799,n02113186 247 47 371 285 ,n02113186
ILSVRC2012_val_00044672,n02113186 7 6 304 283 ,n02113186
ILSVRC2012_val_00031206,n02113186 98 63 387 304 ,n02113186
ILSVRC2012_val_00013355,n02113186 113 0 451 296 ,n02113186
ILSVRC2012_val_00012610,n02113624 157 0 495 257 ,n02113624
ILSVRC2012_val_00006887,n02113624 73 37 244 242 n02113624 0 308 210 498 ,n02113624
ILSVRC2012_val_00004852,n02113624 99 25 470 374 ,n02113624
ILSVRC2012_val_00014957,n02113624 63 0 424 334 ,n02113624
ILSVRC2012_val_00020793,n02113624 51 71 373 256 ,n02113624
ILSVRC2012_val_00026000,n02113712 81 29 384 350 ,n02113712
ILSVRC2012_val_00029375,n02113712 0 43 357 332 ,n02113712
ILSVRC2012_val_00031963,n02113712 56 1 310 328 ,n02113712
ILSVRC2012_val_00020512,n02113712 91 147 270 417 ,n02113712
ILSVRC2012_val_00049115,n02113712 8 0 459 325 ,n02113712
ILSVRC2012_val_00005936,n02113799 60 47 410 486 ,n02113799
ILSVRC2012_val_00021171,n02113799 0 0 400 498 ,n02113799
ILSVRC2012_val_00034908,n02113799 156 118 342 467 n02113799 99 236 375 396 ,n02113799
ILSVRC2012_val_00022881,n02113799 61 123 305 450 ,n02113799
ILSVRC2012_val_00021801,n02113799 190 60 498 449 n02113799 0 215 204 449 ,n02113799
ILSVRC2012_val_00014711,n02113978 4 13 638 477 ,n02113978
ILSVRC2012_val_00018141,n02113978 660 150 2527 1735 ,n02113978
ILSVRC2012_val_00030255,n02113978 90 118 499 301 n02113978 7 92 339 214 ,n02113978
ILSVRC2012_val_00037767,n02113978 84 166 765 773 ,n02113978
ILSVRC2012_val_00028425,n02113978 75 208 375 389 n02113978 123 104 330 278 ,n02113978
ILSVRC2012_val_00027497,n02114367 6 61 236 329 ,n02114367
ILSVRC2012_val_00012840,n02114367 67 97 297 448 ,n02114367
ILSVRC2012_val_00045453,n02114367 74 88 841 666 n02114367 726 383 958 666 ,n02114367
ILSVRC2012_val_00017773,n02114367 298 104 785 473 ,n02114367
ILSVRC2012_val_00002259,n02114367 135 61 498 468 ,n02114367
ILSVRC2012_val_00009539,n02114548 147 54 293 330 ,n02114548
ILSVRC2012_val_00042172,n02114548 101 99 368 313 ,n02114548
ILSVRC2012_val_00048997,n02114548 0 71 331 498 ,n02114548
ILSVRC2012_val_00017957,n02114548 33 200 224 285 n02114548 113 80 369 190 ,n02114548
ILSVRC2012_val_00020708,n02114548 57 16 384 485 ,n02114548
ILSVRC2012_val_00009312,n02114712 16 54 378 474 ,n02114712
ILSVRC2012_val_00025448,n02114712 708 528 1691 1623 ,n02114712
ILSVRC2012_val_00041914,n02114712 105 47 325 331 ,n02114712
ILSVRC2012_val_00013985,n02114712 83 105 728 650 ,n02114712
ILSVRC2012_val_00009312,n02114712 16 54 378 474 ,n02114712
ILSVRC2012_val_00026869,n02114855 66 41 499 331 ,n02114855
ILSVRC2012_val_00026228,n02114855 116 22 271 197 ,n02114855
ILSVRC2012_val_00038396,n02114855 956 317 1305 1151 ,n02114855
ILSVRC2012_val_00004869,n02114855 248 46 438 245 ,n02114855
ILSVRC2012_val_00045318,n02114855 6 19 93 87 ,n02114855
ILSVRC2012_val_00019417,n02115641 83 31 407 422 ,n02115641
ILSVRC2012_val_00030693,n02115641 29 70 499 335 ,n02115641
ILSVRC2012_val_00030055,n02115641 0 42 441 253 ,n02115641
ILSVRC2012_val_00015821,n02115641 47 91 321 278 ,n02115641
ILSVRC2012_val_00042325,n02115641 185 153 325 262 ,n02115641
ILSVRC2012_val_00023259,n02115913 212 116 466 315 ,n02115913
ILSVRC2012_val_00020566,n02115913 58 8 468 433 ,n02115913
ILSVRC2012_val_00044553,n02115913 0 33 402 374 ,n02115913
ILSVRC2012_val_00008592,n02115913 14 71 462 297 ,n02115913
ILSVRC2012_val_00013697,n02115913 210 67 424 304 n02115913 7 136 226 302 ,n02115913
ILSVRC2012_val_00027066,n02116738 0 20 455 333 n02116738 0 0 109 111 ,n02116738
ILSVRC2012_val_00019324,n02116738 99 67 444 352 ,n02116738
ILSVRC2012_val_00034123,n02116738 126 78 364 316 ,n02116738
ILSVRC2012_val_00042267,n02116738 15 71 499 387 n02116738 259 35 498 149 n02116738 205 246 418 342 ,n02116738
ILSVRC2012_val_00023748,n02116738 88 67 422 285 ,n02116738
ILSVRC2012_val_00042684,n02117135 106 47 274 343 ,n02117135
ILSVRC2012_val_00048499,n02117135 154 107 368 373 ,n02117135
ILSVRC2012_val_00044364,n02117135 34 27 159 141 ,n02117135
ILSVRC2012_val_00040615,n02117135 160 37 432 266 ,n02117135
ILSVRC2012_val_00005473,n02117135 458 292 893 681 ,n02117135
ILSVRC2012_val_00000157,n02119022 0 36 182 277 ,n02119022
ILSVRC2012_val_00008113,n02119022 2 0 551 362 ,n02119022
ILSVRC2012_val_00049262,n02119022 401 59 981 766 ,n02119022
ILSVRC2012_val_00045601,n02119022 229 293 749 614 ,n02119022
ILSVRC2012_val_00012749,n02119022 143 0 608 308 ,n02119022
ILSVRC2012_val_00009336,n02119789 218 55 471 392 ,n02119789
ILSVRC2012_val_00018821,n02119789 111 18 437 412 ,n02119789
ILSVRC2012_val_00025957,n02119789 169 20 429 328 n02119789 13 16 192 189 n02119789 332 87 492 329 n02119789 172 20 429 339 n02119789 13 122 125 331 ,n02119789
ILSVRC2012_val_00042430,n02119789 149 42 266 171 n02119789 299 137 424 261 ,n02119789
ILSVRC2012_val_00009336,n02119789 218 55 471 392 ,n02119789
ILSVRC2012_val_00024185,n02120079 182 121 390 291 ,n02120079
ILSVRC2012_val_00037005,n02120079 0 40 387 311 ,n02120079
ILSVRC2012_val_00037005,n02120079 0 40 387 311 ,n02120079
ILSVRC2012_val_00025068,n02120079 92 56 422 251 ,n02120079
ILSVRC2012_val_00005387,n02120079 200 92 427 283 ,n02120079
ILSVRC2012_val_00023598,n02120505 20 19 549 583 ,n02120505
ILSVRC2012_val_00020859,n02120505 0 31 273 343 ,n02120505
ILSVRC2012_val_00020859,n02120505 0 31 273 343 ,n02120505
ILSVRC2012_val_00010075,n02120505 142 65 302 214 ,n02120505
ILSVRC2012_val_00022726,n02120505 82 0 477 373 ,n02120505
ILSVRC2012_val_00041570,n02123045 439 284 1550 1531 ,n02123045
ILSVRC2012_val_00016483,n02123045 17 11 339 206 ,n02123045
ILSVRC2012_val_00025650,n02123045 0 95 515 630 ,n02123045
ILSVRC2012_val_00002823,n02123045 0 1 339 179 ,n02123045
ILSVRC2012_val_00013673,n02123045 10 0 234 356 n02123045 237 1 466 355 ,n02123045
ILSVRC2012_val_00007676,n02123159 1 5 454 410 ,n02123159
ILSVRC2012_val_00031361,n02123159 1 3 388 328 ,n02123159
ILSVRC2012_val_00016399,n02123159 132 43 351 471 ,n02123159
ILSVRC2012_val_00047925,n02123159 159 0 448 445 ,n02123159
ILSVRC2012_val_00027226,n02123159 202 49 463 333 ,n02123159
ILSVRC2012_val_00001132,n02123394 142 15 388 290 ,n02123394
ILSVRC2012_val_00016194,n02123394 80 21 467 309 ,n02123394
ILSVRC2012_val_00024427,n02123394 41 29 498 446 ,n02123394
ILSVRC2012_val_00024500,n02123394 35 12 399 536 ,n02123394
ILSVRC2012_val_00010995,n02123394 25 8 544 359 ,n02123394
ILSVRC2012_val_00045829,n02123597 233 0 499 332 ,n02123597
ILSVRC2012_val_00017325,n02123597 43 11 187 299 ,n02123597
ILSVRC2012_val_00043632,n02123597 141 47 322 374 ,n02123597
ILSVRC2012_val_00020230,n02123597 204 2 533 467 ,n02123597
ILSVRC2012_val_00035566,n02123597 0 23 496 289 ,n02123597
ILSVRC2012_val_00005207,n02124075 66 231 231 463 n02124075 0 233 100 441 ,n02124075
ILSVRC2012_val_00005207,n02124075 66 231 231 463 n02124075 0 233 100 441 ,n02124075
ILSVRC2012_val_00044374,n02124075 91 105 391 236 ,n02124075
ILSVRC2012_val_00023906,n02124075 14 0 447 476 ,n02124075
ILSVRC2012_val_00011952,n02124075 213 91 430 230 n02124075 139 123 417 213 ,n02124075
ILSVRC2012_val_00006400,n02125311 10 0 357 347 ,n02125311
ILSVRC2012_val_00001888,n02125311 111 40 499 374 ,n02125311
ILSVRC2012_val_00035464,n02125311 27 35 499 374 ,n02125311
ILSVRC2012_val_00006612,n02125311 47 36 459 312 ,n02125311
ILSVRC2012_val_00038007,n02125311 38 208 394 362 ,n02125311
ILSVRC2012_val_00034892,n02127052 37 32 590 244 ,n02127052
ILSVRC2012_val_00047955,n02127052 197 24 519 360 ,n02127052
ILSVRC2012_val_00006056,n02127052 175 52 413 225 ,n02127052
ILSVRC2012_val_00025942,n02127052 267 110 732 431 n02127052 5 108 305 364 ,n02127052
ILSVRC2012_val_00006792,n02127052 0 2 379 252 ,n02127052
ILSVRC2012_val_00025688,n02128385 1 8 318 249 n02128385 242 93 324 248 ,n02128385
ILSVRC2012_val_00018358,n02128385 1 2 448 553 ,n02128385
ILSVRC2012_val_00037032,n02128385 401 440 2241 1670 ,n02128385
ILSVRC2012_val_00019753,n02128385 2 24 244 320 ,n02128385
ILSVRC2012_val_00006155,n02128385 0 39 399 216 ,n02128385
ILSVRC2012_val_00029508,n02128757 9 0 199 236 ,n02128757
ILSVRC2012_val_00006556,n02128757 23 28 268 174 ,n02128757
ILSVRC2012_val_00006556,n02128757 23 28 268 174 ,n02128757
ILSVRC2012_val_00035192,n02128757 25 24 344 198 ,n02128757
ILSVRC2012_val_00045606,n02128757 115 22 458 332 ,n02128757
ILSVRC2012_val_00029007,n02128925 42 12 309 413 ,n02128925
ILSVRC2012_val_00017739,n02128925 34 23 396 319 ,n02128925
ILSVRC2012_val_00029007,n02128925 42 12 309 413 ,n02128925
ILSVRC2012_val_00032150,n02128925 13 0 399 295 ,n02128925
ILSVRC2012_val_00039473,n02128925 5 0 167 109 ,n02128925
ILSVRC2012_val_00048502,n02129165 701 193 1833 1183 ,n02129165
ILSVRC2012_val_00038186,n02129165 3 56 233 243 n02129165 219 78 420 218 ,n02129165
ILSVRC2012_val_00012343,n02129165 21 58 396 564 ,n02129165
ILSVRC2012_val_00006778,n02129165 2 70 165 247 ,n02129165
ILSVRC2012_val_00040647,n02129165 0 138 102 249 n02129165 78 58 167 220 ,n02129165
ILSVRC2012_val_00011736,n02129604 8 27 216 290 ,n02129604
ILSVRC2012_val_00036868,n02129604 1 0 299 216 ,n02129604
ILSVRC2012_val_00048380,n02129604 121 1 1022 752 ,n02129604
ILSVRC2012_val_00042617,n02129604 32 68 252 362 ,n02129604
ILSVRC2012_val_00049631,n02129604 18 115 378 538 ,n02129604
ILSVRC2012_val_00000348,n02130308 72 45 649 447 ,n02130308
ILSVRC2012_val_00020305,n02130308 76 40 249 155 ,n02130308
ILSVRC2012_val_00001060,n02130308 3 12 134 341 n02130308 203 58 395 341 n02130308 0 38 244 307 ,n02130308
ILSVRC2012_val_00040790,n02130308 67 121 285 291 ,n02130308
ILSVRC2012_val_00025336,n02130308 172 183 1671 1318 ,n02130308
ILSVRC2012_val_00018369,n02132136 174 204 708 763 ,n02132136
ILSVRC2012_val_00020362,n02132136 71 42 380 323 ,n02132136
ILSVRC2012_val_00043182,n02132136 60 10 204 306 ,n02132136
ILSVRC2012_val_00049960,n02132136 67 52 271 296 n02132136 281 153 447 269 ,n02132136
ILSVRC2012_val_00023511,n02132136 26 127 459 525 n02132136 352 111 773 524 ,n02132136
ILSVRC2012_val_00027292,n02133161 38 212 242 428 ,n02133161
ILSVRC2012_val_00033693,n02133161 45 28 396 355 ,n02133161
ILSVRC2012_val_00049613,n02133161 31 19 290 397 ,n02133161
ILSVRC2012_val_00020482,n02133161 19 73 471 981 ,n02133161
ILSVRC2012_val_00048118,n02133161 154 76 359 253 ,n02133161
ILSVRC2012_val_00016459,n02134084 2 2 262 193 n02134084 206 5 397 190 ,n02134084
ILSVRC2012_val_00012893,n02134084 32 41 284 262 ,n02134084
ILSVRC2012_val_00041156,n02134084 19 40 106 94 ,n02134084
ILSVRC2012_val_00021883,n02134084 464 320 2220 1592 ,n02134084
ILSVRC2012_val_00002578,n02134084 28 22 140 97 ,n02134084
ILSVRC2012_val_00045672,n02134418 28 1 148 83 ,n02134418
ILSVRC2012_val_00002329,n02134418 24 12 287 285 ,n02134418
ILSVRC2012_val_00032576,n02134418 20 24 153 119 ,n02134418
ILSVRC2012_val_00043326,n02134418 268 56 439 261 n02134418 92 70 264 228 ,n02134418
ILSVRC2012_val_00042361,n02134418 52 4 698 569 ,n02134418
ILSVRC2012_val_00037155,n02137549 451 112 796 583 n02137549 232 163 550 318 n02137549 441 9 780 232 n02137549 0 328 304 598 n02137549 1 163 310 340 n02137549 144 261 724 532 ,n02137549
ILSVRC2012_val_00020040,n02137549 32 100 478 310 ,n02137549
ILSVRC2012_val_00022659,n02137549 164 140 404 257 n02137549 376 172 495 247 ,n02137549
ILSVRC2012_val_00037155,n02137549 451 112 796 583 n02137549 232 163 550 318 n02137549 441 9 780 232 n02137549 0 328 304 598 n02137549 1 163 310 340 n02137549 144 261 724 532 ,n02137549
ILSVRC2012_val_00016810,n02137549 236 136 497 326 n02137549 23 155 236 339 n02137549 117 74 335 222 ,n02137549
ILSVRC2012_val_00035330,n02138441 356 319 436 456 n02138441 445 144 574 475 n02138441 228 144 351 456 n02138441 36 136 271 468 n02138441 606 212 755 456 n02138441 485 152 675 459 ,n02138441
ILSVRC2012_val_00037627,n02138441 255 79 498 447 ,n02138441
ILSVRC2012_val_00038452,n02138441 0 0 623 448 ,n02138441
ILSVRC2012_val_00016368,n02138441 127 123 426 497 ,n02138441
ILSVRC2012_val_00035330,n02138441 356 319 436 456 n02138441 445 144 574 475 n02138441 228 144 351 456 n02138441 36 136 271 468 n02138441 606 212 755 456 n02138441 485 152 675 459 ,n02138441
ILSVRC2012_val_00048477,n02165105 97 91 417 284 ,n02165105
ILSVRC2012_val_00002279,n02165105 121 176 301 333 ,n02165105
ILSVRC2012_val_00038929,n02165105 1 2 499 374 ,n02165105
ILSVRC2012_val_00007429,n02165105 218 167 340 320 ,n02165105
ILSVRC2012_val_00023281,n02165105 5 190 360 470 ,n02165105
ILSVRC2012_val_00013832,n02165456 171 136 298 269 ,n02165456
ILSVRC2012_val_00031140,n02165456 189 125 335 265 ,n02165456
ILSVRC2012_val_00017130,n02165456 243 208 471 460 ,n02165456
ILSVRC2012_val_00019029,n02165456 229 48 441 244 ,n02165456
ILSVRC2012_val_00035694,n02165456 165 106 349 352 ,n02165456
ILSVRC2012_val_00033826,n02167151 0 14 547 392 ,n02167151
ILSVRC2012_val_00035797,n02167151 6 55 558 332 ,n02167151
ILSVRC2012_val_00028697,n02167151 51 61 760 505 ,n02167151
ILSVRC2012_val_00028697,n02167151 51 61 760 505 ,n02167151
ILSVRC2012_val_00005947,n02167151 57 28 482 353 n02167151 75 172 324 350 n02167151 187 32 473 306 ,n02167151
ILSVRC2012_val_00015603,n02168699 7 52 442 360 ,n02168699
ILSVRC2012_val_00037126,n02168699 0 43 489 360 ,n02168699
ILSVRC2012_val_00010411,n02168699 113 152 207 240 ,n02168699
ILSVRC2012_val_00006867,n02168699 1 0 482 498 ,n02168699
ILSVRC2012_val_00041506,n02168699 32 14 489 322 ,n02168699
ILSVRC2012_val_00015755,n02169497 130 122 319 304 ,n02169497
ILSVRC2012_val_00047115,n02169497 69 40 431 400 ,n02169497
ILSVRC2012_val_00031036,n02169497 36 106 339 387 ,n02169497
ILSVRC2012_val_00034954,n02169497 102 200 221 291 ,n02169497
ILSVRC2012_val_00003430,n02169497 157 33 315 245 ,n02169497
ILSVRC2012_val_00000924,n02172182 90 117 266 396 n02172182 137 251 255 385 ,n02172182
ILSVRC2012_val_00007375,n02172182 93 42 246 237 n02172182 216 50 344 235 ,n02172182
ILSVRC2012_val_00037930,n02172182 162 132 289 197 n02172182 163 135 287 197 ,n02172182
ILSVRC2012_val_00019092,n02172182 16 91 331 433 ,n02172182
ILSVRC2012_val_00048079,n02172182 115 221 247 308 n02172182 150 85 224 118 ,n02172182
ILSVRC2012_val_00004339,n02174001 86 160 255 375 ,n02174001
ILSVRC2012_val_00046485,n02174001 41 171 419 373 ,n02174001
ILSVRC2012_val_00036186,n02174001 37 30 463 313 ,n02174001
ILSVRC2012_val_00023049,n02174001 23 17 472 365 ,n02174001
ILSVRC2012_val_00016150,n02174001 0 0 488 318 ,n02174001
ILSVRC2012_val_00036295,n02177972 18 115 436 378 ,n02177972
ILSVRC2012_val_00028453,n02177972 61 144 328 377 ,n02177972
ILSVRC2012_val_00006121,n02177972 4 30 493 336 ,n02177972
ILSVRC2012_val_00014408,n02177972 167 212 425 421 ,n02177972
ILSVRC2012_val_00011181,n02177972 10 54 456 313 ,n02177972
ILSVRC2012_val_00035262,n02190166 23 64 463 292 ,n02190166
ILSVRC2012_val_00004132,n02190166 65 58 499 372 ,n02190166
ILSVRC2012_val_00019460,n02190166 13 37 331 471 ,n02190166
ILSVRC2012_val_00002127,n02190166 0 0 429 498 ,n02190166
ILSVRC2012_val_00033359,n02190166 246 47 761 528 ,n02190166
ILSVRC2012_val_00017418,n02206856 133 105 476 353 ,n02206856
ILSVRC2012_val_00035838,n02206856 304 51 448 196 ,n02206856
ILSVRC2012_val_00011167,n02206856 191 166 267 246 ,n02206856
ILSVRC2012_val_00015727,n02206856 46 223 87 263 ,n02206856
ILSVRC2012_val_00020657,n02206856 88 73 340 355 ,n02206856
ILSVRC2012_val_00001502,n02219486 215 57 401 252 ,n02219486
ILSVRC2012_val_00035087,n02219486 160 86 556 386 ,n02219486
ILSVRC2012_val_00032551,n02219486 87 92 442 340 ,n02219486
ILSVRC2012_val_00000407,n02219486 57 93 278 254 n02219486 252 68 429 244 ,n02219486
ILSVRC2012_val_00043616,n02219486 84 136 387 308 n02219486 101 139 493 297 ,n02219486
ILSVRC2012_val_00007529,n02226429 15 62 480 325 ,n02226429
ILSVRC2012_val_00000125,n02226429 197 30 464 301 ,n02226429
ILSVRC2012_val_00000125,n02226429 197 30 464 301 ,n02226429
ILSVRC2012_val_00045775,n02226429 154 41 350 320 ,n02226429
ILSVRC2012_val_00020551,n02226429 51 36 347 445 ,n02226429
ILSVRC2012_val_00022001,n02229544 43 107 418 334 ,n02229544
ILSVRC2012_val_00035710,n02229544 11 12 464 358 ,n02229544
ILSVRC2012_val_00014067,n02229544 202 39 342 256 n02229544 344 29 499 230 ,n02229544
ILSVRC2012_val_00035710,n02229544 11 12 464 358 ,n02229544
ILSVRC2012_val_00049638,n02229544 174 64 353 300 ,n02229544
ILSVRC2012_val_00044824,n02231487 98 248 1093 1129 ,n02231487
ILSVRC2012_val_00002727,n02231487 112 156 998 717 ,n02231487
ILSVRC2012_val_00021238,n02231487 75 243 1374 828 ,n02231487
ILSVRC2012_val_00008634,n02231487 165 4 409 325 ,n02231487
ILSVRC2012_val_00035014,n02231487 174 411 1512 840 ,n02231487
ILSVRC2012_val_00033788,n02233338 54 39 489 309 ,n02233338
ILSVRC2012_val_00021755,n02233338 38 9 139 202 n02233338 336 77 457 258 n02233338 259 177 389 265 n02233338 141 71 208 227 n02233338 191 71 276 239 n02233338 148 220 255 287 n02233338 7 243 99 296 n02233338 26 287 157 342 n02233338 1 1 69 157 n02233338 268 42 341 86 n02233338 216 225 346 307 n02233338 138 48 266 93 n02233338 30 202 109 255 ,n02233338
ILSVRC2012_val_00017845,n02233338 211 309 296 401 n02233338 42 410 86 460 n02233338 135 377 205 450 n02233338 126 196 210 285 n02233338 329 218 491 403 n02233338 216 12 491 282 n02233338 126 0 306 196 n02233338 98 291 196 397 n02233338 314 342 491 498 ,n02233338
ILSVRC2012_val_00044491,n02233338 213 72 335 250 ,n02233338
ILSVRC2012_val_00030466,n02233338 12 1 390 286 ,n02233338
ILSVRC2012_val_00013395,n02236044 52 0 498 385 ,n02236044
ILSVRC2012_val_00002415,n02236044 1 3 498 326 ,n02236044
ILSVRC2012_val_00004091,n02236044 169 25 499 333 ,n02236044
ILSVRC2012_val_00004091,n02236044 169 25 499 333 ,n02236044
ILSVRC2012_val_00034245,n02236044 113 43 489 302 ,n02236044
ILSVRC2012_val_00002649,n02256656 0 1 358 431 ,n02256656
ILSVRC2012_val_00017139,n02256656 86 145 259 498 ,n02256656
ILSVRC2012_val_00005778,n02256656 62 85 222 443 ,n02256656
ILSVRC2012_val_00034839,n02256656 81 99 250 380 ,n02256656
ILSVRC2012_val_00017139,n02256656 86 145 259 498 ,n02256656
ILSVRC2012_val_00046801,n02259212 301 57 730 530 ,n02259212
ILSVRC2012_val_00021513,n02259212 25 26 369 266 ,n02259212
ILSVRC2012_val_00042796,n02259212 41 65 471 269 ,n02259212
ILSVRC2012_val_00011820,n02259212 147 119 400 258 ,n02259212
ILSVRC2012_val_00030505,n02259212 268 222 462 343 n02259212 272 200 468 338 ,n02259212
ILSVRC2012_val_00034764,n02264363 10 47 551 218 ,n02264363
ILSVRC2012_val_00047169,n02264363 152 0 404 333 ,n02264363
ILSVRC2012_val_00026489,n02264363 126 39 481 553 ,n02264363
ILSVRC2012_val_00014964,n02264363 87 31 250 371 ,n02264363
ILSVRC2012_val_00015271,n02264363 82 12 568 335 ,n02264363
ILSVRC2012_val_00049201,n02268443 178 101 394 303 ,n02268443
ILSVRC2012_val_00049201,n02268443 178 101 394 303 ,n02268443
ILSVRC2012_val_00048401,n02268443 66 106 332 302 ,n02268443
ILSVRC2012_val_00042405,n02268443 0 67 395 315 ,n02268443
ILSVRC2012_val_00034192,n02268443 120 15 480 372 ,n02268443
ILSVRC2012_val_00009622,n02268853 80 146 460 244 ,n02268853
ILSVRC2012_val_00001842,n02268853 54 26 359 133 n02268853 146 80 364 366 ,n02268853
ILSVRC2012_val_00032356,n02268853 100 101 409 272 ,n02268853
ILSVRC2012_val_00026065,n02268853 111 130 330 246 ,n02268853
ILSVRC2012_val_00002893,n02268853 217 102 288 338 ,n02268853
ILSVRC2012_val_00023523,n02276258 11 21 437 411 ,n02276258
ILSVRC2012_val_00048696,n02276258 150 105 353 289 ,n02276258
ILSVRC2012_val_00021382,n02276258 161 135 326 281 ,n02276258
ILSVRC2012_val_00041566,n02276258 157 68 384 289 ,n02276258
